serial_no , match_event_id , location_x , location_y , remaining_sec , distance_of_shot , remaining_min , power_of_shot , knockout_match , remaining_sec , distance_of_shot , team_id , match_id , type_of_combined_shot , type_of_shot , home/away , date of game , range_of_shot , area_of_shot , shot_basics , remaining_min , power_of_shot , knockout_match , game_season , shot_id_number , is_goal 
29553,193,-100,153,3,38,5,2,126.928,3,38,1610612747,41000151,3,15,51,1293,3,0,2,5,2,1,14,29554,0
29554,236,-122,153,10,39,2,111.6,1,10,39,1610612747,41000151,3,48,51,1293,3,1,2,2,2,1,14,29555,0
29555,265,-161,23,28.32938185,36,0,2,1,75.7856,87.4,1610612747,41000151,3,31,51,1293,3,2,2,0,2,1,14,29556,1
29556,307,-122,11,8,32,8,45.36,65.928,8,32,1610612747,41000151,3,39,51,1293,2,2,2,8,3,1,14,29557,0
29557,329,7.383876043,131,9,33,32.2,28.36,16.59940165,98.7856,33,1610612747,41000151,3,39,51,1293,2,0,4,6,3,1,9,29558,1
29558,340,31,12,38,23,4,3,1,115.7856,101.4,1610612747,41000151,3,39,51,1293,1,0,3,4,3,0,14,29559,1
29559,343,113,89,4,34,4,3,1,39.02730256,34,1610612747,41000151,3,38,38,1293,2,4,2,4,3,1,14,29560,1
29560,432,-27,42,27,24,18.20461483,15.99410934,1,27,24,1610612747,41000151,3,39,51,1293,1,0,4,8,3,1,14,29561,1
29563,459,143,-3,56,34,5,4,69.8,56,34,1610612747,41000151,3,39,51,1293,2,4,2,5,4,1,9,29564,0
29564,476,7.383876043,97,15,31,27.64,4,1,15,31,1610612747,41000151,3,39,51,1293,2,2,4,5,4,1,14,29565,0
29565,481,56,75,37,29,4,4,1,37,29,1610612747,41000151,3,52,51,1293,2,4,4,4,4,1,9,29566,0
29566,518,-34,1,37,33.44888431,1,4,1,37,58.4,1610612747,41000151,3,39,51,1293,1,0,3,0,4,1,9,29567,0
29567,527,4,20,9,22,1,15.99410934,1,9,22,1610612747,41000151,3,39,51,1293,1,0,3,1,4,1,14,29568,0
29568,533,-22,14,8,22,1,4,51.928,8,50.4,1610612747,41000151,3,49,51,1293,1,0,3,1,4,1,14,29569,0
29569,58,9,56,28,25,4,1,1,28,25,1610612747,41000152,3,39,51,1294,1,0,4,4,1,1,14,29570,0
29570,210,7.383876043,15,19,21,1,2,16.59940165,19,21,1610612747,41000152,4,39,51,1294,1,0,3,1,2,1,14,29571,1
29571,212,-26,58,39,33.44888431,0,2,1,39,31.4,1610612747,41000152,3,39,51,1294,1,0,4,0,2,1,14,29572,0
29572,220,-2,37,7,23,0,2,1,118.2,23,1610612747,41000152,3,39,38,1294,1,0,3,0,2,1,14,29573,0
29575,352,-24,47,48,25,1,51.36,53.8,48,25,1610612747,41000152,3,44,51,1294,1,0,4,1,3,1,14,29576,1
29576,479,-26,17,39,23,3,28.36,1,75.2,23,1610612747,41000152,1,39,51,1294,1,0,3,3,4,1,14,29577,1
29577,482,-209,132,58,44,2,4,55.8,58,30.4,1610612747,41000152,3,36,51,1294,4,1,1,2,4,1,14,29578,0
29578,493,69,200,32,41,1,4,89.928,32,41,1610612747,41000152,3,37,51,1294,3,3,2,1,4,1,14,29579,0
29579,21,7.383876043,56,40,25,90.64,1,1,39.02730256,32.728,1610612747,41000153,3,13,51,1295,1,0,4,9,1,1,14,29580,1
29580,24,62,28,28.32938185,26,9,1,1,17,26,1610612747,41000153,3,52,51,1557,1,0,4,9,1,1,14,29581,0
29581,45,-139,72,12,33.44888431,39.64,58.36,1,12,92.4,1610612747,41000153,3,39,51,1295,2,2,2,7,1,1,14,29582,1
29582,56,-161,181,23,44,101.64,1,62.608,23,102.4,1610612747,41000153,3,27,51,1295,4,1,1,6,1,1,14,29583,0
29583,71,7.383876043,1,55,20,4,1,1,55,20,1610612747,41000153,1,39,51,1295,1,0,3,4,1,1,9,29584,1
29584,77,13,11,48,21,3,1,1,86.7216,21,1610612747,41000153,4,39,51,1295,1,0,2,3,1,1,14,29585,1
29585,171,7.383876043,22,51,22,6,97.36,1,51,22,1610612747,41000153,4,39,51,1295,1,0,3,6,2,1,14,29586,0
29586,174,0,246,39,44,6,2,1,84.2,44,1610612747,41000153,3,39,51,1557,4,0,1,6,2,1,14,29587,1
29587,179,-144,93,22,37,5,2,1,101.2,37,1610612747,41000153,3,29,51,1295,3,2,2,5,2,1,14,29588,0
29588,199,-95,37,16,30,93.2,2,1,16,30,1610612747,41000153,3,39,51,1295,2,2,2,3,2,1,14,29589,1
29589,219,-15,91.1269335,4,42,54.64,2,1,4,42,1610612747,41000153,3,39,51,1295,3,0,2,1,2,0,14,29590,0
29590,245,-158,192,45,44,11,82.36,1,45,44,1610612747,41000153,3,39,51,1295,4,1,1,11,3,1,14,29591,1
29592,274,-75,231,52,44,27.64,3,24.8,29.2,44,1610612747,41000153,3,39,51,1557,4,0,1,8,3,1,14,29593,0
29593,295,7.383876043,61,57,31,5,34.36,1,144.7856,31,1610612747,41000153,3,39,38,1295,2,4,2,5,3,1,14,29594,0
29594,308,75,39,59,28,24.64,3,1,59,28,1610612747,41000153,3,44,51,1295,1,4,4,4,3,1,14,29595,0
29595,315,-23,249,58,45,3,3,99.608,58,45,1610612747,41000153,3,28,51,1295,4,0,1,3,3,1,14,29596,1
29596,455,70,238,51,44,4,4,53.608,51,44,1610612747,41000153,3,39,51,1295,4,0,1,4,4,1,14,29597,0
29597,485,136,20,26,33,2,4,55.8,26,112.728,1610612747,41000153,3,38,51,1295,2,4,2,2,4,1,14,29598,0
29599,2,182,96,42,40,11,117.36,16.59940165,42,40,1610612747,41000154,3,20,51,1296,3,4,2,11,1,1,14,29600,0
29601,64,-144,55,5,35,4,1,1,5,35,1610612747,41000154,3,39,51,1296,2,0,2,4,3,1,14,29602,0
29602,144,136,91.1269335,40,34,7,2,1,40,34,1610612747,41000154,3,39,51,1296,2,4,2,7,2,1,14,29603,0
29603,249.576028,-138,159,50,41,5,44.36,1,39.02730256,41,1610612747,41000154,3,36,51,1296,1,1,2,5,2,1,14,29604,0
29604,249.576028,13,33,57,23,2,2,108.8,57,38.8018519,1610612747,41000154,3,39,51,1296,1,0,3,2,2,0,14,29605,0
29605,198,-48,1,12,24,2,2,1,12,24,1610612747,41000154,3,40,51,1296,1,0,2,0,2,1,14,29606,0
29606,242,6,116,28,31,9,3,1,108.7856,80.4,1610612747,41000154,3,27,51,1296,2,0,4,9,3,1,14,29607,1
29608,273,7.383876043,34,43,28,6,68.36,1,43,66.4,1610612747,41000154,0,39,51,1296,2,2,2,0,3,1,14,29609,1
29609,286,-142,7,4,34,4,3,55.928,4,34,1610612747,41000154,3,39,51,1296,2,0,2,4,3,1,14,29610,1
29610,307,7.383876043,64,37,26,18.20461483,3,1,37,26,1610612747,41000154,2,39,51,1296,1,0,4,0,3,1,14,29611,1
29611,310,-147,4,7,34,52.7616,3,1,7,34,1610612747,41000154,3,33,51,1296,2,2,2,2,3,1,14,29612,0
29613,404,58,80,19,29,5,4,1,19,29,1610612747,41000154,3,39,51,1296,2,4,4,5,4,1,14,29614,1
29614,425,50,45,50,26,3,24.36,68.608,97.7856,26,1610612747,41000154,3,39,51,1296,1,0,4,3,4,1,14,29615,0
29615,452,-78,252,28.32938185,46,2,35.36,1,5,46,1610612747,41000154,3,9,51,1296,4,0,1,2,3,1,14,29616,0
29616,516,59,246,4,45,0,4,1,4,45,1610612747,41000154,3,39,51,1296,4,0,1,0,4,1,14,29617,0
29617,154,7.383876043,179,51,37,7,2,16.59940165,51,38.8018519,1610612747,41000155,3,46,51,1297,3,0,2,7,3,1,14,29618,1
29618,157,-146,-3,6,34,7,2,1,6,34,1610612747,41000155,3,39,51,1297,2,2,2,7,2,1,14,29619,0
29620,179,64,254,14,46,62.64,2,1,14,46,1610612747,41000155,3,39,51,1297,4,0,1,5,2,1,14,29621,0
29621,189,-111,72,24,33,4,2,94.928,44.2,33,1610612747,41000155,3,5,51,1297,2,2,2,4,3,1,9,29622,0
29622,202,0,20,31,33.44888431,3,103.36,61.608,31,22,1610612747,41000155,3,3,38,1297,1,0,3,3,2,1,14,29623,1
29623,206,20,4,0,22,3,2,1,0,22,1610612747,41000155,3,4,51,1297,1,0,3,3,2,1,9,29624,1
29624,222,64,61,42,28,1,2,1,42,28,1610612747,41000155,3,44,51,1297,2,4,4,1,2,1,9,29625,1
29625,225,177,17,8,37,1,2,1,8,41.4,1610612747,41000155,3,33,51,1297,3,4,2,1,2,1,14,29626,0
29626,231,23,0,7,33.44888431,71.64,2,1,7,83.4,1610612747,41000155,3,4,51,1297,1,0,3,0,2,1,14,29627,1
29627,261,-7,3,22,20,8,3,1,22,20,1610612747,41000155,1,39,51,1297,1,0,3,8,3,1,14,29628,1
29628,265,-130,-5,48,33,7,58.36,1,48,33,1610612747,41000155,3,38,51,1297,2,2,2,7,3,1,14,29629,0
29630,35,-78,74,44,30,8,1,16.59940165,44,30,1610612747,41000156,3,5,51,1298,2,2,4,0,1,1,14,29631,0
29631,51,218,129,13,45,114.2,1,52.608,13,9.4,1610612747,41000156,3,39,51,1298,4,3,1,7,1,1,9,29632,0
29632,249.576028,147,33,16,35,6,1,1,16,35,1610612747,41000156,3,54,51,1557,2,4,2,6,1,1,9,29633,0
29633,73,100,97,48,33,4,15.99410934,1,48,30.4,1610612747,41000156,3,26,51,1298,2,4,2,0,1,1,14,29634,1
29634,85,-130,69,27,34,84.2,63.36,1,27,34,1610612747,41000156,3,15,51,1298,2,2,2,3,1,1,9,29635,1
29635,168,-100,102,2,34,6,2,111.608,21.2,34,1610612747,41000156,3,39,51,1298,2,2,2,6,2,1,14,29636,0
29638,198,-138,30,59,34,108.2,2,1,59,35.4,1610612747,41000156,3,23,51,1298,2,2,2,1,2,1,14,29639,0
29639,200,28,15,51,23,1,2,1,51,23,1610612747,41000156,3,39,38,1298,1,0,3,1,2,1,9,29640,0
29640,224,70,213,2,42,11,3,1,2,89.4,1610612747,41000156,3,39,51,1298,3,0,2,11,3,1,14,29641,0
29641,227,-4,20,32,22,10,3,1,32,22,1610612747,41000156,4,39,51,1298,1,0,3,0,3,1,9,29642,1
29643,303,171,91.1269335,35,45,1,109.36,1,35,45,1610612747,41000156,3,39,51,1298,4,3,1,1,3,1,9,29644,1
29644,333,195,162,0,33.44888431,24.64,3,53.8,0,38.8018519,1610612747,41000156,3,39,51,1557,4,3,1,0,3,1,9,29645,0
29645,450,-101,19,36,30,3,4,1,36,38.8018519,1610612747,41000156,3,39,51,1298,2,2,2,3,4,1,14,29646,0
29646,8,95,173,55,39,10,1,1,55,39,1610612747,41000231,3,12,28,1299,3,3,2,10,1,1,14,29647,1
29648,13,-120,214,37,44,9,1,100.608,37,44,1610612747,41000231,3,52,28,1299,4,1,1,9,1,1,14,29649,0
29649,249.576028,31,15,29,23,9,1,1,29,23,1610612747,41000231,2,39,28,1299,1,0,3,9,1,1,14,29650,1
29651,31,-65,132,44,34,30.64,1,129.608,44,34,1610612747,41000231,3,39,28,1299,2,0,4,6,1,1,14,29652,0
29652,49,116,31,28,32,106.64,1,16.59940165,28,32,1610612747,41000231,3,15,28,1299,2,4,2,4,1,1,14,29653,1
29653,51,24,31,0,23,4,1,1,0,23,1610612747,41000231,3,42,28,1299,1,0,3,4,1,1,9,29654,0
29654,71,-84,175,28.32938185,33.44888431,2,15.99410934,88.928,23,39,1610612747,41000231,3,39,28,1299,3,1,2,2,1,1,14,29655,0
29655,176,62,86,48,30,4,2,1,48,38.8018519,1610612747,41000231,3,39,28,1299,2,4,4,4,2,1,14,29656,1
29657,193,-105,96,57,34,2,2,1,94.7856,34,1610612747,41000231,3,39,28,1299,2,2,2,2,2,1,14,29658,0
29659,276,-111,107,11,35,107.64,15.99410934,1,80.2,35,1610612747,41000231,3,39,28,1299,2,2,2,8,3,1,14,29660,1
29660,278,-122,-2,36,32,24.64,3,1,94.7856,44.4,1610612747,41000231,3,39,28,1299,2,2,2,7,3,1,14,29661,0
29663,320,133,231,0,46,3,3,1,0,46,1610612747,41000231,3,39,28,1299,4,3,1,3,3,1,14,29664,1
29665,331,-8,71,35,27,1,3,1,35,27,1610612747,41000231,3,24,28,1299,1,0,2,1,3,1,9,29666,0
29666,334,72,260,11,46,1,3,1,11,46,1610612747,41000231,3,36,28,1299,4,0,1,1,3,1,14,29667,1
29667,336,159,216,54,46,0,3,1,54,46,1610612747,41000231,3,32,28,1299,4,3,1,0,3,1,9,29668,0
29668,415,-84,189,0,40,6,4,1,0,40,1610612747,41000231,3,39,28,1557,3,0,2,0,4,1,9,29669,1
29669,426,95,231,30,44,4,72.36,1,66.2,44,1610612747,41000231,3,36,28,1299,4,3,1,4,4,1,14,29670,0
29671,438,-119,124,33,37,3,90.36,1,33,37,1610612747,41000231,3,22,28,1299,3,1,2,3,4,1,9,29672,1
29672,249.576028,173,78,42,38,2,4,1,42,88.4,1610612747,41000231,3,3,28,1299,3,4,2,2,4,1,14,29673,0
29673,454,80,67,0,30,1,4,1,0,30,1610612747,41000231,3,39,28,1299,2,4,4,1,4,1,14,29674,1
29674,489,102,235,2,45,0,4,1,2,45,1610612747,41000231,3,39,28,1299,4,3,1,0,4,1,14,29675,0
29675,13,179,14,44,37,9,1,1,44,37,1610612747,41000232,3,39,28,1300,3,4,2,9,1,1,14,29676,1
29676,15,77,115,18,33,9,1,1,18,38.8018519,1610612747,41000232,3,39,28,1300,2,4,4,9,1,1,14,29677,1
29677,48,125,230,47,46,5,74.6,16.59940165,39.2,46,1610612747,41000232,3,31,28,1300,4,3,1,5,1,1,9,29678,0
29678,89,187,3,5,38,2,1,1,5,38.8018519,1610612747,41000232,3,12,28,1300,3,4,2,2,1,1,14,29679,0
29679,183,0,86,22,28,6,2,1,22,28,1610612747,41000232,3,42,28,1300,1,0,4,6,2,1,14,29680,1
29680,187,154,132,47,40,5,44.36,1,47,40,1610612747,41000232,3,39,28,1300,3,3,2,5,2,1,9,29681,1
29681,194,-82,124,18,34,5,2,1,18,34,1610612747,41000232,3,38,28,1557,2,2,2,5,2,1,14,29682,1
29682,203,94,72,55,31,3,84.36,16.59940165,55,31,1610612747,41000232,3,39,28,1300,2,4,2,3,2,0,9,29683,1
29683,240,81,160,19,37,1,2,1,19,37,1610612747,41000232,3,36,38,1300,1,3,2,1,2,1,14,29684,0
29684,243,-133,34,10,33,1,60.36,1,10,49.4,1610612747,41000232,3,3,28,1300,2,2,2,1,2,1,14,29685,0
29685,251,189,200,26,47,75.64,2,1,73.2,47,1610612747,41000232,3,39,28,1300,4,3,1,0,2,1,14,29686,0
29686,261,10,14,45,21,18.20461483,3,1,45,21,1610612747,41000232,3,39,28,1300,1,0,3,11,3,1,14,29687,0
29687,323,65,146,19,35,5,3,1,19,35,1610612747,41000232,3,39,28,1300,2,0,2,0,3,1,14,29688,1
29688,325,86,176,42,39,4,3,1,42,39,1610612747,41000232,3,35,28,1300,3,3,2,4,3,1,14,29689,0
29689,331,-40,170,5,37,4,3,1,5,37,1610612747,41000232,3,48,38,1300,3,0,2,4,3,1,14,29690,1
29690,339,70,124,19,33.44888431,3,3,1,140.7856,61.4,1610612747,41000232,3,39,28,1300,1,0,4,3,3,1,9,29691,0
29691,424,95,205,31,42,6,4,66.928,31,42,1610612747,41000232,3,12,28,1300,3,3,2,0,4,1,14,29692,0
29692,426,-240,1,22,44,6,71.36,1,22,44,1610612747,41000232,3,39,28,1300,4,2,6,6,4,1,14,29693,0
29693,472,15,271,43,47,91.2,4,1,43,29.4,1610612747,41000232,3,36,28,1300,4,0,1,2,4,1,9,29694,1
29694,482,125,271,41,49,1,4,16.59940165,41,49,1610612747,41000232,3,42,28,1300,4,3,2,1,4,1,14,29695,0
29695,249.576028,-82,146,2,36,9,103.36,1,2,36,1610612747,41000233,3,8,20,1301,3,1,2,9,1,1,14,29696,1
29696,249.576028,-34,127,47,33,10,2,1,76.2,33,1610612747,41000233,3,39,20,1301,2,0,4,10,2,1,14,29697,1
29697,221,69,64,48,29,2,2,1,48,29,1610612747,41000233,3,15,20,1301,2,4,4,2,2,1,14,29698,1
29700,291,7.383876043,11,44,22,113.64,3,71.8,44,56.4,1610612747,41000233,4,39,20,1301,1,0,3,5,3,1,14,29701,0
29701,306,-138,7,32,33,3,3,1,32,33,1610612747,41000233,3,43,20,1301,2,2,2,3,3,1,14,29702,0
29702,320,-43,67,54,27,2,3,1,54,27,1610612747,41000233,3,39,38,1301,1,0,4,2,3,1,9,29703,0
29703,341,141,17,41,34,0,3,1,41,34,1610612747,41000233,3,31,20,1301,2,4,2,0,3,1,14,29704,1
29704,352,-103,184,2,41,0,20.36,1,2,41,1610612747,41000233,3,39,20,1301,3,1,2,0,3,1,14,29705,0
29706,428,-146,101,33,37,40.2,63.36,1,33,61.4,1610612747,41000233,3,15,20,1301,3,2,2,4,4,1,14,29707,1
29707,440,86,205,57,42,2,4,32.8,57,28.4,1610612747,41000233,3,39,20,1301,3,3,2,2,4,1,14,29708,0
29708,478,228,6,15,42,0,4,1,15,42,1610612747,41000233,3,13,20,1301,4,4,7,0,4,1,14,29709,0
29709,480,-160,230,12,48,0,4,1,12,108.4,1610612747,41000233,3,28,20,1301,4,1,1,0,4,1,14,29710,0
29710,500,206,148,3,45,0,4,1,95.7856,45,1610612747,41000233,3,39,38,1301,4,3,1,0,4,1,14,29711,0
29711,10,75,55,4,29,11,54.36,1,4,29,1610612747,41000234,3,43,20,1302,2,4,4,11,1,1,14,29712,1
29712,17,80,91.1269335,24,44,48.64,28.6,1,24,44,1610612747,41000234,3,18,20,1302,4,3,1,10,1,1,9,29713,0
29713,38,2,101,26,30,8,1,1,26,56.4,1610612747,41000234,3,39,38,1302,2,0,4,8,1,1,14,29714,1
29717,91,190,183,6,46,18.20461483,1,53.608,6,46,1610612747,41000234,3,39,20,1302,4,3,1,1,1,0,14,29718,0
29718,93,-67,41,0,27,1,1,1,0,27,1610612747,41000234,3,8,20,1302,1,0,4,1,1,1,14,29719,1
29719,127,100,56,47,33.44888431,18.20461483,2,1,47,31,1610612747,41000234,3,39,20,1302,2,4,2,9,2,1,14,29720,0
29721,249.576028,-75,56,28.32938185,29,6,2,1,18,29,1610612747,41000234,3,39,20,1302,2,2,4,6,2,1,14,29722,1
29722,184,226,12,11,33.44888431,4,2,1,11,42,1610612747,41000234,3,26,20,1302,4,4,7,4,2,1,14,29723,0
29723,200,171,-24,6,37,2,2,1,6,37,1610612747,41000234,3,36,20,1302,3,4,2,2,2,1,9,29724,0
29724,272,-209,143,41,45,8,3,1,41,45,1610612747,41000234,3,44,20,1302,4,1,1,8,3,1,9,29725,0
29725,278,20,30,50,23,64.64,3,1,50,23,1610612747,41000234,3,39,20,1302,1,0,3,7,3,1,14,29726,0
29726,312,7.383876043,41,46,30,4,3,1,46,38.8018519,1610612747,41000234,3,17,38,1302,2,4,2,4,3,1,14,29727,0
29727,411,-35,260,59,46,7,4,1,59,93.4,1610612747,41000234,3,29,20,1302,4,0,1,7,3,1,14,29728,0
29728,440,20,-2,20,22,6,4,1,20,22,1610612747,41000234,3,39,20,1302,1,0,3,0,4,1,14,29729,0
29729,22,-64,107,36,32,9,15.99410934,1,36,32,1610612747,41100161,3,53,7,1361,2,2,4,9,1,1,15,29730,0
29732,70,73,192,32,40,104.64,1,1,32,40,1610612747,41100161,3,39,7,1361,3,3,2,4,1,1,9,29733,0
29733,198,-56,156,23,36,5,2,1,23,36,1610612747,41100161,3,39,7,1361,3,1,2,5,2,1,15,29734,0
29735,228,7.383876043,178,40,33.44888431,2,2,55.8,40,37,1610612747,41100161,3,39,7,1361,3,0,2,2,3,1,15,29736,1
29736,249.576028,-160,91.1269335,55,48,1,61.36,1,55,34.4,1610612747,41100161,3,45,7,1361,4,1,1,1,2,1,15,29737,0
29739,267,-10,15,27,33.44888431,10,3,1,27,62.4,1610612747,41100161,3,4,7,1361,1,0,3,10,3,1,15,29740,1
29740,269,198,-8,52,39,9,106.36,1,52,39,1610612747,41100161,3,7,7,1361,3,4,2,9,3,1,9,29741,0
29742,323,10,41,30,24,89.64,3,1,30,24,1610612747,41100161,3,42,7,1361,1,0,4,0,3,0,15,29743,1
29743,332,83,179,43,39,3,85.36,1,43,39,1610612747,41100161,3,23,7,1361,3,3,2,3,3,1,15,29744,0
29744,367,65,72,20,29,1,3,1,20,29,1610612747,41100161,3,39,7,1361,2,4,4,1,3,1,15,29745,0
29745,446,-5,26,7,33.44888431,35.2,4,75.608,7,22,1610612747,41100161,4,39,7,1361,1,0,3,7,4,1,15,29746,1
29747,454,4,41,25,24,18.20461483,4,1,25,24,1610612747,41100161,3,36,7,1361,1,0,4,6,4,1,15,29748,0
29749,469,-119,118,29,36,5,4,1,70.2,36,1610612747,41100161,3,15,7,1361,3,1,2,0,4,1,15,29750,1
29750,475,2,50,51,25,4,4,1,51,44.4,1610612747,41100161,3,51,7,1361,1,0,4,4,4,1,15,29751,1
29751,477,-224,140,26,46,4,4,1,26,46,1610612747,41100161,3,55,38,1361,4,1,1,4,4,1,15,29752,0
29752,506,-4,26,38,22,102.2,22.36,1,38,22,1610612747,41100161,4,39,7,1361,1,0,3,2,4,1,15,29753,1
29754,46,61,91.1269335,51,33.44888431,7,15.99410934,1,46.7856,39,1610612747,41100162,3,39,7,1362,1,3,2,7,1,1,15,29755,1
29755,50,7.383876043,63,15,27,7,47.36,16.59940165,15,27,1610612747,41100162,3,39,7,1362,1,0,4,7,1,1,15,29756,0
29756,64,-78,121,49,34,18.20461483,1,1,49,34,1610612747,41100162,3,15,7,1362,2,2,4,5,1,1,9,29757,1
29757,80,-75,189,3,40,4,1,76.928,3,38.8018519,1610612747,41100162,3,5,7,1362,3,1,2,4,1,1,15,29758,0
29758,102,113,82,44,33,1,91.36,1,107.7856,33,1610612747,41100162,3,39,7,1362,2,4,2,1,1,1,15,29759,1
29759,108,157,3,11,35,116.7616,115.36,1,11,35,1610612747,41100162,3,39,7,1362,2,4,2,1,1,1,15,29760,1
29760,120,149,91.1269335,5,44,0,114.36,1,5,36.728,1610612747,41100162,3,44,7,1362,4,3,1,0,1,1,15,29761,1
29761,175,-150,206,17,45,7,2,1,17,62.728,1610612747,41100162,3,18,7,1557,4,1,1,7,2,1,15,29762,0
29762,182,138,148,41,40,50.64,39.36,1,41,9.4,1610612747,41100162,3,39,7,1362,3,3,2,6,2,1,15,29763,1
29763,193,89,187,5,40,6,2,1,5,40,1610612747,41100162,3,17,7,1362,3,3,2,6,2,1,9,29764,1
29765,272,-18,91.1269335,25,21,11,3,1,25,21,1610612747,41100162,4,39,7,1362,1,0,3,11,3,1,15,29766,0
29766,274,100,134,15,36,66.64,3,1,15,36,1610612747,41100162,3,38,7,1362,3,3,2,11,3,1,15,29767,1
29767,281,6,9,16,21,76.7616,56.36,1,16,21,1610612747,41100162,3,12,7,1362,1,0,3,10,3,1,15,29768,1
29768,298,141,246,27,48,8,3,1,27,48,1610612747,41100162,3,46,7,1362,4,3,1,8,3,1,15,29769,0
29769,304,-158,6,32,35,7,3,1,32,35,1610612747,41100162,3,15,7,1362,2,2,2,7,3,1,15,29770,1
29770,341,-10,14,27,21,4,100.36,119.928,27,21,1610612747,41100162,4,39,7,1362,1,0,3,4,3,1,15,29771,1
29771,343,-191,83,36,40,3,3,1,36,40,1610612747,41100162,3,39,7,1362,3,0,2,3,3,1,15,29772,0
29773,376,9,9,51,21,46.64,3,1,51,21,1610612747,41100162,4,39,7,1362,1,0,3,0,3,1,15,29774,1
29774,389,167,301,1,54,18.20461483,3,79.8,1,38.8018519,1610612747,41100162,3,16,7,1362,4,3,1,0,3,1,15,29775,0
29775,461,-27,3,30,22,6,4,1,49.7856,38.8018519,1610612747,41100162,3,46,7,1362,1,0,3,6,4,1,15,29776,0
29777,500,-136,213,5,33.44888431,4,71.36,1,92.2,28.4,1610612747,41100162,3,39,7,1362,4,1,1,4,4,1,15,29778,1
29779,531,-204,23,32,40,1,4,1,25.2,40,1610612747,41100162,3,6,7,1362,3,2,2,1,4,1,15,29780,0
29780,535,2,91.1269335,54,20,27.2,4,1,54,20,1610612747,41100162,4,39,7,1362,1,0,3,0,4,1,15,29781,0
29781,537,-64,184,36,39,0,4,1,94.7856,39,1610612747,41100162,3,48,7,1362,3,1,2,0,4,1,9,29782,0
29783,31,-16,4,4,21,74.64,1,83.8,4,21,1610612747,41100163,4,39,9,1363,1,0,3,9,1,1,15,29784,1
29784,54,-32,184,56,38,5,1,1,56,38,1610612747,41100163,3,39,9,1363,3,0,2,5,3,1,9,29785,1
29786,88,-196,42,28,40,2,1,1,28,40,1610612747,41100163,3,39,9,1363,3,2,2,2,1,1,9,29787,0
29787,163,54,91.1269335,4,46,7,2,1,4,99.4,1610612747,41100163,3,39,9,1363,4,0,1,7,2,1,15,29788,1
29788,172,34,187,16,39,6,2,1,16,39,1610612747,41100163,3,15,9,1363,3,0,2,6,2,1,15,29789,0
29789,176,-134,93,49,36,5,2,1,62.7856,36,1610612747,41100163,3,38,9,1363,3,2,2,5,2,1,15,29790,0
29790,183,-231,-3,25,33.44888431,5,2,1,25,43,1610612747,41100163,3,39,9,1363,4,2,6,5,2,1,15,29791,1
29791,192,-11,258,12,45,96.64,15.99410934,1,124.7856,38.8018519,1610612747,41100163,3,39,9,1363,4,0,1,4,2,1,9,29792,0
29792,220,-108,61,52,32,1,2,87.8,52,27.4,1610612747,41100163,3,43,9,1557,1,2,2,1,2,1,15,29793,0
29793,239,21,263,3,33.44888431,0,2,1,3,46,1610612747,41100163,3,39,9,1363,4,0,1,0,2,1,15,29794,0
29794,246,-2,50,15,25,11,3,1,39.02730256,25,1610612747,41100163,3,44,9,1363,1,0,4,11,3,1,9,29795,0
29795,263,-218,160,28.32938185,47,111.64,3,1,29,47,1610612747,41100163,3,51,9,1363,4,1,1,9,3,1,9,29796,0
29796,288,-5,17,32,21,104.64,3,105.8,101.7856,21,1610612747,41100163,3,4,9,1363,1,0,3,7,3,0,15,29797,0
29797,291,165,206,22,46,7,3,1,22,62.4,1610612747,41100163,3,39,9,1363,4,3,1,7,3,1,15,29798,1
29798,320,-10,6,59,21,3,3,1,100.2,21,1610612747,41100163,4,39,9,1363,1,0,3,3,3,1,15,29799,0
29799,366,13,89,24,28,1,106.36,114.8,24,55.4,1610612747,41100163,3,39,9,1363,2,0,4,1,3,1,15,29800,0
29800,389,-185,258,28.32938185,51,57.64,3,54.608,86.2,51,1610612747,41100163,3,39,9,1363,4,1,1,0,3,1,9,29801,0
29801,439,7.383876043,47,40,44,6,4,1,40,44,1610612747,41100163,3,38,9,1363,4,4,7,6,4,0,15,29802,0
29802,486,-204,153,12,45,3,4,1,12,45,1610612747,41100163,3,39,9,1557,4,1,1,3,4,1,15,29803,0
29803,519,47,255,40,33.44888431,0,4,116.608,40,24.728,1610612747,41100163,3,18,9,1363,4,0,2,0,4,1,15,29804,0
29805,5,12,31,9,23,11,1,1,139.7856,23,1610612747,41100164,3,39,9,1364,1,0,3,11,1,1,15,29806,0
29806,6,7,23,7,22,11,1,1,7,38.8018519,1610612747,41100164,3,39,9,1364,1,0,3,11,1,1,15,29807,0
29808,48,184,173,26,45,5,1,1,26,45,1610612747,41100164,3,39,9,1364,4,3,1,5,1,1,9,29809,1
29809,57,-7,-3,30,20,37.64,1,1,30,20,1610612747,41100164,4,39,9,1364,1,0,3,4,3,1,15,29810,1
29812,86,-171,94,4,39,2,106.36,1,4,39,1610612747,41100164,3,36,9,1364,3,2,2,2,1,1,15,29813,0
29813,88,-11,-3,1,21,2,108.36,1,1,21,1610612747,41100164,4,39,9,1364,1,0,3,2,1,1,15,29814,0
29815,203,177,197,50,46,3,2,119.608,50,46,1610612747,41100164,3,45,9,1364,1,3,1,3,2,1,9,29816,1
29816,219,65,249,42,45,1,2,1,44.2,45,1610612747,41100164,3,33,9,1364,4,0,1,1,2,1,15,29817,0
